micros,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,
6158664,-1018.55,559.08,-83.50,79.07,500.26,78.53,7.35,-4.65,34.20,
6178670,-198.73,621.09,-771.00,91.92,37.92,-1.45,-5.70,-7.35,33.00,
6198674,68.85,822.75,-832.03,66.09,26.41,48.72,-5.25,-7.20,32.25,
6218685,-241.70,681.64,-852.54,127.07,-231.15,-42.85,-6.00,-10.20,34.20,
6238695,-278.81,584.96,-1041.02,123.69,-226.38,-55.18,-2.40,-13.05,32.55,
6258706,-16.11,1145.51,-616.21,51.59,-279.56,-98.89,1.20,-13.20,32.40,
6278711,-430.66,517.58,-2171.39,112.99,-191.27,-110.93,3.00,-12.90,31.95,
6298720,538.09,581.54,-624.51,206.09,47.40,-59.77,6.30,-17.10,31.80,
6318729,62.50,396.97,-403.32,135.24,301.65,79.51,3.75,-21.45,32.25,
6338733,-68.85,428.71,-752.44,105.66,197.50,92.66,-0.60,-22.65,31.50,
6358745,-609.38,263.67,-1044.43,96.18,183.59,56.08,-1.65,-25.20,32.25,
6378750,160.64,278.81,-868.16,107.22,9.01,49.21,-4.20,-25.50,32.55,
6398756,64.45,187.50,-805.66,70.35,-63.01,43.85,-5.10,-26.85,32.70,
6418766,-266.60,146.00,-874.02,21.66,-65.11,44.47,-3.15,-27.75,32.85,
6438776,41.02,274.90,-970.70,-0.99,-173.40,4.58,-2.55,-28.20,33.75,
6458786,-260.74,-64.45,-459.47,17.89,-176.98,5.98,-0.75,-28.20,33.00,
6478796,-202.15,144.04,-650.39,16.20,-68.31,-18.98,4.20,-29.55,32.25,
6498803,-294.43,363.77,-1308.11,38.89,-256.03,-1.48,3.30,-28.65,33.45,
6518811,-172.85,398.93,-1059.08,52.02,-103.83,24.81,7.05,-29.55,32.85,
6538821,-484.86,268.07,-1044.92,67.69,33.89,28.84,9.30,-28.65,34.80,
6558831,-244.14,-217.29,-1387.70,78.14,-3.85,53.25,8.10,-31.05,34.95,
6578838,-85.45,727.54,-1486.33,402.76,-279.79,151.92,10.65,-30.75,34.80,
6598844,-585.94,60.55,-569.34,257.89,-393.59,57.65,12.60,-33.90,34.95,
6618854,-597.66,-91.80,-371.09,136.52,-273.36,36.96,17.55,-39.45,40.20,
6638865,-761.72,-42.48,-591.31,11.77,-277.24,37.51,22.35,-41.40,44.55,
6658875,-753.91,-21.48,-961.91,21.13,-174.69,38.46,24.75,-41.25,45.75,
6678882,-770.51,-110.35,-939.94,52.21,7.40,90.56,27.90,-39.45,46.80,
6698889,-890.62,13.18,-548.34,92.79,96.00,57.16,28.65,-39.75,47.40,
6718894,-555.66,294.43,-689.45,-66.55,116.98,61.69,28.05,-40.65,44.85,
6738901,-1784.67,-37.60,-527.34,117.89,-81.85,-110.67,25.80,-41.25,46.05,
6758906,-91.80,180.18,-725.10,67.39,-126.20,-240.29,28.05,-40.35,48.60,
6778911,-283.20,61.04,-1429.69,151.13,-111.86,-86.05,27.30,-44.40,49.65,
6798919,-1138.67,-125.49,-735.84,203.86,-142.18,-106.20,27.15,-46.35,52.65,
6818923,-937.99,-253.91,-517.58,180.26,-166.78,-150.47,27.30,-48.75,53.85,
6838928,-763.67,-291.02,-403.81,136.40,-96.70,-128.32,25.65,-49.50,57.00,
6858933,-592.29,-313.48,-571.29,118.92,-117.85,-138.95,24.90,-53.10,61.20,
6878943,-639.65,-363.28,-807.62,136.98,-136.23,-144.92,23.40,-53.85,64.65,
6898949,-1134.77,-525.88,-405.27,167.04,5.88,-147.85,22.80,-56.40,65.70,
6918960,-711.43,-551.76,-429.20,172.64,118.18,-187.05,20.70,-57.90,68.10,
6938969,-393.07,-563.96,-265.62,161.73,159.73,-132.58,18.00,-59.10,70.05,
6958977,-533.20,-665.53,-521.48,146.15,210.23,-84.34,15.60,-59.70,71.55,
6978983,-835.94,-715.33,-553.71,164.99,401.04,-83.60,12.90,-60.00,73.95,
6998994,-243.65,-685.06,-574.71,145.74,435.48,-34.23,10.50,-61.65,73.80,
7018999,-669.92,-726.07,-733.40,176.49,472.99,2.76,11.85,-61.20,75.30,
7039008,-406.74,-706.05,-592.77,249.33,336.06,-6.99,11.55,-62.40,74.85,
7059015,-590.82,-785.16,13.67,244.15,195.94,4.90,11.40,-61.20,76.80,
7079020,-419.92,-812.01,-267.58,192.11,212.14,-12.81,11.10,-61.50,79.95,
7099024,-4.88,-778.32,-252.44,179.66,251.65,8.73,11.10,-58.95,82.95,
7119034,-15.62,-857.91,-485.84,184.95,260.90,79.28,13.20,-60.00,84.75,
7139041,-547.36,-936.04,-549.32,219.88,212.34,56.66,13.35,-58.05,85.95,
7159048,-541.02,-939.94,-112.30,205.60,169.10,45.71,16.50,-57.75,88.05,
7179055,-384.28,-896.48,-76.66,210.50,154.98,19.42,17.40,-55.35,91.05,
7199062,-625.00,-991.70,-51.76,181.45,181.19,-41.62,17.85,-54.60,92.70,
7219070,28.32,-819.82,-33.69,197.82,125.60,-37.07,18.30,-52.95,93.30,
7239080,-90.33,-960.94,-339.36,162.02,142.56,18.61,21.15,-52.95,93.90,
7259092,-151.86,-878.91,60.06,226.43,134.18,33.62,22.65,-51.90,95.70,
7279100,-159.18,-519.53,735.84,200.76,107.73,67.60,21.90,-49.65,95.25,
