micros,aX,aY,aZ,gX,gY,gZ,
17934185,17.58,-17.09,-1013.18,1.74,0.72,-1.73,
17954193,14.16,-15.62,-1013.18,-0.67,1.01,1.62,
17974199,21.97,-11.23,-1016.60,-1.34,-1.10,-2.43,
17994209,16.11,-6.84,-1010.74,1.04,-3.05,0.50,
18014220,19.53,-14.65,-1015.62,0.17,-1.42,1.31,
18034226,18.55,3.91,-1017.09,0.60,0.63,0.02,
18054232,14.65,-11.72,-1021.00,-1.01,0.84,0.92,
18074237,16.60,-14.65,-1010.74,1.94,-0.87,0.17,
18094244,23.44,-13.67,-1014.16,1.24,-0.53,-0.46,
18114251,24.41,-19.53,-1012.21,-0.70,2.24,-0.27,
18134262,12.21,-14.16,-1024.41,-0.58,2.53,-3.16,
18154270,17.58,-21.48,-1011.72,0.78,-2.85,-0.40,
18174281,20.02,-8.79,-1019.53,2.44,-0.26,2.58,
18194292,19.04,-21.48,-1023.44,1.10,-1.88,0.06,
18214299,14.16,-5.37,-1010.74,0.21,-0.70,-2.63,
18234306,25.39,-4.39,-1013.67,1.73,-2.08,-0.38,
18254311,22.95,-13.67,-1019.53,0.93,0.70,-1.51,
18274321,4.88,-17.58,-1016.60,0.76,0.64,-0.08,
18294331,23.44,-11.23,-1015.14,-1.40,-0.34,-0.85,
18314340,33.69,-18.55,-1011.72,1.08,-1.19,1.02,
18334345,9.28,-11.72,-1018.55,0.40,0.55,0.92,
18354353,20.02,-17.09,-1024.41,1.88,0.24,0.99,
18374363,18.07,-6.35,-1020.02,-0.14,0.18,-1.08,
18394369,16.11,-8.79,-1011.23,0.31,-1.34,-0.32,
18414377,9.77,-12.21,-1024.90,0.95,0.58,3.01,
18434387,20.02,-21.97,-1019.53,-1.31,1.07,-2.08,
18454396,10.25,-14.16,-1008.30,0.87,0.76,-0.99,
18474404,16.11,-14.16,-1017.58,1.63,-1.97,-2.40,
18494409,19.04,-17.09,-1011.23,-2.47,1.15,-1.04,
18514414,34.67,-15.14,-1024.41,-1.01,0.21,0.75,
18534422,20.51,-4.88,-1019.04,1.44,-2.02,-1.10,
18554428,12.70,-14.65,-1009.77,1.13,-0.89,-0.87,
18574434,9.77,-14.16,-1007.32,-0.20,-1.22,-1.51,
18594443,15.14,-13.67,-1026.37,-0.72,0.11,-0.47,
18614449,18.07,-15.14,-1022.95,3.31,-2.63,-0.09,
18634459,26.37,-5.86,-1018.07,-0.60,0.66,0.56,
18654470,26.37,-21.00,-1002.44,-2.82,0.05,-1.80,
18674480,11.23,-14.65,-1017.58,0.89,0.52,-0.78,
18694485,6.35,-25.39,-1015.14,-2.43,3.01,0.20,
18714490,13.18,-8.79,-1013.67,0.64,-1.07,0.78,
18734498,7.81,-16.11,-1010.25,-0.70,-0.14,1.62,
18754505,24.41,-6.35,-1009.28,-0.87,-2.12,-0.27,
18774515,11.23,-21.00,-1012.21,-0.58,0.08,-0.58,
18794524,9.28,-18.07,-1016.11,-1.21,1.08,-1.65,
18814532,17.58,-6.84,-1020.51,-0.41,-0.98,2.02,
18834541,26.37,-23.93,-1015.14,-0.49,1.62,0.08,
18854550,15.14,-10.74,-1014.65,1.42,1.30,0.66,
18874555,24.41,-21.48,-1017.09,-0.05,-0.03,-1.86,
18894561,13.18,-12.70,-1001.95,-1.68,2.20,2.12,
18914569,17.58,-15.62,-1018.07,-0.34,1.74,-0.37,
18934579,20.02,-13.18,-1023.44,0.34,-3.24,1.62,
18954585,15.14,7.32,-1011.23,4.41,-2.49,-0.26,
18974590,23.44,-0.49,-1010.74,-0.79,-0.23,0.14,
18994596,11.23,1.95,-1014.16,0.81,-1.07,-1.57,
19014600,19.53,-26.86,-1013.18,0.24,-1.62,0.79,
19034608,12.21,-14.65,-1018.07,1.62,-1.37,0.84,
19054619,20.51,-16.60,-1018.07,-2.15,1.45,3.21,
19074626,17.09,-1.95,-1016.60,2.03,-0.96,-1.56,
19094631,20.51,-24.41,-1013.67,1.66,1.53,0.17,
19114637,13.67,-9.28,-1013.67,-0.98,2.55,0.12,
19134647,19.53,-12.70,-1017.58,-2.38,-0.61,-0.23,
19154657,20.02,-15.62,-1022.46,0.34,-2.98,0.73,
19174663,6.35,-15.62,-1024.41,0.87,-2.58,0.66,
19194674,14.65,-21.48,-1017.58,0.15,-1.42,-2.34,
19214684,15.62,-14.65,-1025.88,-0.15,2.03,0.61,
19234692,26.37,-21.48,-1015.62,3.01,-0.56,0.21,
19254697,18.07,-3.91,-1013.67,0.21,0.17,-1.18,
19274703,25.39,-4.39,-1010.25,0.79,1.71,0.55,
19294712,8.30,-8.79,-1019.53,-2.34,1.57,-0.75,
19314723,19.53,-24.41,-1010.25,1.74,-3.02,0.66,
19334732,12.21,-20.02,-1008.30,2.92,-1.65,-2.60,
19354741,10.74,-3.42,-1021.00,1.83,0.73,-2.31,
19374751,18.07,-13.67,-1012.21,-1.30,0.14,0.18,
19394760,13.18,-9.77,-1008.30,0.78,-0.75,-2.93,
19414769,18.55,-7.81,-1008.30,-0.34,-3.68,-1.24,
19434779,15.14,-18.07,-1014.65,0.47,0.05,0.75,
19454784,13.18,-10.25,-1010.25,-1.22,-0.64,0.67,
19474793,7.81,-15.62,-1007.81,-0.58,1.89,-2.41,
19494801,10.74,-23.93,-1012.21,1.21,-1.73,0.08,
19514810,19.04,-15.62,-1021.97,-1.94,-1.56,0.41,
19534816,12.70,-7.81,-1010.25,0.03,-0.92,-1.69,
19554824,19.53,-10.25,-1014.16,1.62,-3.28,-1.02,
19574831,19.04,-10.74,-1009.77,-1.34,-0.58,3.66,
19594837,19.53,-13.67,-1021.00,-1.40,1.56,-2.18,
19614848,10.25,-13.67,-1017.58,-0.23,-0.24,0.49,
19634856,21.97,-12.70,-1015.62,0.21,-1.30,2.60,
19654867,19.53,-7.32,-1014.16,-0.55,-1.30,1.66,
19674876,20.51,-12.70,-1014.16,-1.95,1.42,-0.55,
19694887,16.11,-19.53,-1006.84,-1.79,-0.21,0.73,
19714896,12.21,-12.70,-1006.84,-1.13,0.96,-0.46,
19734900,11.23,-14.16,-1003.91,0.85,-2.20,0.20,
19754905,14.16,-5.37,-1026.86,-0.64,-0.35,-0.08,
19774910,-0.98,-12.70,-1019.04,0.23,1.66,-1.65,
19794919,8.30,-10.25,-1014.65,0.41,-1.48,3.10,
19814925,16.11,1.95,-1009.77,0.03,-2.15,-1.25,
19834934,14.65,-7.32,-1018.55,-0.37,0.47,0.26,
19854941,10.25,-18.07,-1022.95,2.85,-0.75,-2.27,
19874945,20.02,-5.37,-1013.18,0.35,-0.87,2.18,
19894954,18.07,-18.55,-1013.18,-1.62,-0.02,-2.08,
19914965,7.32,-26.37,-1020.51,0.11,-0.32,1.95,
19934973,11.23,0.98,-1000.00,0.27,-0.72,-2.20,
19954979,10.25,0.98,-1015.14,1.97,-1.69,0.15,
19974984,10.25,-3.42,-1003.42,-1.71,0.31,2.67,
19994996,11.23,-12.21,-1007.32,0.35,0.53,-1.48,
20015003,19.53,-15.62,-1028.32,0.67,0.55,0.89,
20035013,19.04,-12.21,-998.54,0.61,0.99,-0.50,
20055021,21.00,0.00,-1026.86,-0.14,2.06,0.96,
20075026,12.21,-8.30,-1002.93,-0.20,0.75,1.02,
20095035,3.42,-7.81,-1010.74,1.89,0.70,-0.75,
20115041,10.25,-22.46,-1005.86,1.02,1.21,-1.18,
20135047,20.51,-1.46,-1018.55,-0.84,3.33,0.08,
20155057,28.81,-6.35,-1017.58,-0.06,2.03,-3.15,
20175062,21.97,-3.42,-1022.46,1.60,-1.89,-1.71,
20195072,15.14,-11.23,-1016.11,1.45,-1.31,0.12,
20215080,23.44,-10.25,-1014.65,-1.08,0.63,0.75,
20235086,12.70,-20.02,-1020.51,-1.68,-0.99,0.58,
20255096,24.90,-12.21,-1012.21,0.49,-0.44,2.03,
20275102,28.81,-20.02,-1021.00,0.44,-2.18,-0.23,
20295114,10.74,0.00,-1015.62,1.34,2.35,-0.50,
20315121,15.62,-16.11,-1008.30,-2.70,1.04,-2.21,
20335128,13.18,-12.70,-1009.28,1.83,-2.23,0.79,
20355135,17.09,-9.28,-1010.74,1.30,-1.33,0.32,
20375146,8.79,-18.07,-1013.18,0.35,-0.53,-2.32,
20395157,11.72,-14.16,-1005.37,-1.39,-1.15,0.47,
20415166,14.16,-19.04,-1021.48,0.58,-0.14,0.09,
20435175,15.62,-12.70,-1008.30,0.37,-0.35,-0.90,
20455182,21.00,-18.55,-1012.21,-0.05,-1.28,0.31,
20475189,10.25,-15.62,-1009.77,-0.96,0.17,-1.76,
20495199,23.93,-14.16,-1012.21,-0.03,0.03,0.79,
20515204,20.51,-6.35,-1014.16,0.63,0.55,-0.34,
20535214,9.28,-11.72,-1006.84,-0.06,0.84,-0.40,
20555225,19.53,-17.58,-1006.84,-1.25,0.35,-3.95,
20575231,8.30,-23.44,-1016.11,-0.23,-0.15,2.14,
20595241,17.58,-21.97,-1024.90,-0.64,-0.24,-1.34,
20615251,22.46,-16.11,-1002.93,-1.91,0.72,1.44,
20635258,26.37,-10.25,-1020.51,-0.20,0.55,-2.41,
20655268,34.67,-18.07,-1025.39,0.66,2.78,-1.24,
20675276,21.00,-19.04,-1015.62,-0.02,2.46,-1.59,
20695284,19.53,-10.74,-1022.46,-0.90,2.53,-0.14,
20715290,23.44,-21.97,-1007.81,1.53,-0.69,0.24,
20735298,22.95,-8.30,-1022.46,-1.13,-0.73,-0.81,
20755308,20.51,-13.18,-1001.95,-0.05,-0.18,0.66,
20775319,12.70,-12.70,-1024.41,-0.41,0.37,-0.15,
20795325,14.16,-7.32,-1008.79,-0.85,-2.21,0.55,
20815332,23.44,-11.72,-1013.67,1.11,-0.40,-0.08,
20835342,18.07,-6.84,-1013.67,-2.23,0.99,0.78,
20855351,25.39,-15.14,-1019.04,-0.38,1.10,1.63,
20875357,13.18,-8.79,-1006.84,2.32,-1.15,0.52,
20895363,11.72,-10.74,-1013.67,1.89,0.93,0.93,
20915370,27.83,-25.88,-1021.97,0.46,0.23,-1.08,
20935380,13.67,-1.46,-1014.65,0.00,-0.89,-0.15,
20955392,14.16,-21.97,-1017.09,0.40,-0.17,2.69,
20975401,9.28,-18.07,-1007.32,0.99,-0.89,-2.20,
20995409,22.46,-10.74,-1010.74,-1.01,2.00,1.33,
21015419,20.51,-20.02,-1025.39,-1.68,-1.08,-1.66,
21035424,21.97,-5.86,-1016.60,0.85,-3.36,0.96,
21055433,16.11,-12.70,-1009.77,2.32,0.50,-0.50,
21075439,20.51,-21.48,-1017.09,0.05,0.31,0.43,
21095449,6.84,-4.39,-1004.39,-1.83,1.21,-0.31,
21115459,20.02,-30.27,-1021.97,-0.95,-1.24,-0.24,
21135467,9.77,-11.72,-1008.79,2.29,-0.56,1.92,
21155472,8.79,-16.11,-1008.79,0.35,1.25,1.07,
21175480,18.55,-3.91,-1023.44,-1.34,0.64,-2.00,
21195485,21.97,-14.65,-1006.84,1.24,-0.49,-1.60,
21215494,18.07,-10.25,-1009.28,-0.05,0.47,2.64,
21235506,9.28,-18.07,-1015.14,-1.74,1.33,-1.25,
21255511,16.11,-1.95,-1018.07,1.01,-0.09,-1.10,
21275515,12.21,-11.72,-1023.44,0.26,0.03,1.54,
21295524,23.44,-3.91,-1012.21,-0.53,-0.05,0.76,
21315535,22.46,-12.70,-1004.39,-1.59,1.53,1.10,
21335544,18.55,-10.25,-1017.09,-0.55,0.63,-0.84,
21355551,7.81,-24.90,-1012.21,2.44,-3.30,1.25,
21375563,16.60,-12.21,-1018.55,-0.21,0.55,-0.95,
21395573,12.70,-7.81,-1005.37,-0.32,0.67,2.00,
21415580,17.58,-7.81,-1015.14,0.78,-0.93,0.08,
21435590,3.91,-1.46,-1008.79,2.53,-2.89,1.88,
21455597,14.16,-8.30,-1005.86,-0.43,1.83,-1.98,
21475608,25.39,-26.86,-1008.30,-2.50,-0.14,1.11,
21495619,21.00,6.84,-1001.46,1.39,-0.35,0.06,
21515629,13.18,-25.39,-1023.93,0.05,-2.60,0.37,
21535639,12.70,-9.28,-1009.28,1.08,0.37,-1.53,
21555645,-1.95,-23.93,-1009.28,-0.69,-1.68,-0.32,
21575654,20.51,-17.09,-1017.58,0.63,-0.99,1.13,
21595659,18.07,-16.11,-1005.37,0.11,-3.04,-0.14,
21615663,15.62,-18.07,-1023.93,1.48,-1.45,0.24,
21635669,33.69,-10.74,-1021.00,-0.64,0.93,-0.93,
21655675,4.39,-9.77,-1012.21,1.50,-0.64,0.41,
21675680,11.72,-21.00,-1009.28,-1.02,-0.35,0.70,
21695685,18.55,-3.42,-1014.16,-1.36,0.43,-1.57,
21715695,5.37,-15.62,-999.02,-1.07,0.06,0.93,
21735706,11.23,-10.74,-1012.70,-0.55,-2.14,-1.07,
21755711,19.53,-15.14,-1032.23,-0.12,-2.02,2.24,
21775719,3.42,-16.11,-1014.16,0.18,0.50,1.08,
21795725,20.51,-15.14,-1015.14,-0.52,-0.78,0.29,
21815731,16.11,-19.53,-1008.30,2.03,1.54,0.47,
21835739,1.46,-18.55,-1021.00,1.34,-1.40,0.21,
21855750,13.18,-12.70,-1008.30,-1.16,-0.47,1.39,
21875760,16.60,-12.70,-1021.48,1.36,-0.03,-0.09,
21895770,12.70,-14.65,-1017.58,1.92,0.72,0.82,
21915776,7.81,-3.42,-1008.79,0.66,0.50,-1.16,
21935785,15.62,-12.70,-1010.25,-0.75,0.11,2.00,
21955796,12.21,-18.55,-1016.11,-0.02,-2.44,-2.29,
21975804,20.51,-21.00,-1012.21,0.75,-0.63,1.45,
21995810,25.88,-10.74,-1004.88,-0.05,-2.99,0.44,
22015815,10.25,-15.14,-1021.00,-2.66,3.01,0.90,
22035820,23.93,-20.51,-1010.25,1.19,-1.69,-1.48,
22055829,6.84,-8.79,-1013.67,1.04,-0.47,-0.05,
22075837,21.48,-27.83,-1019.04,0.06,0.34,0.11,
22095844,21.48,-14.16,-1017.58,-1.54,-1.54,-0.14,
22115854,12.21,-10.25,-1017.09,0.76,-3.16,-1.76,
22135860,0.49,-18.55,-1012.70,0.92,-2.20,-1.11,
22155866,20.51,-6.84,-1020.02,-2.06,1.33,0.18,
22175874,10.74,-7.32,-1007.81,0.17,1.71,1.95,
22195881,8.30,-9.77,-1014.65,2.31,-1.91,1.80,
22215887,19.53,-4.39,-1011.72,0.79,-2.69,-0.96,
22235897,10.74,-4.39,-1016.11,1.42,-0.31,-2.20,
22255904,16.11,-20.51,-1027.83,-1.98,0.96,-0.27,
22275909,34.18,-15.62,-1018.55,0.99,0.47,1.57,
22295914,23.93,-13.67,-1014.16,-0.63,0.31,2.03,
22315918,21.97,-9.77,-1020.02,-2.29,0.02,1.34,
22335928,23.93,3.91,-1016.60,-1.30,-0.47,2.17,
22355935,12.21,-7.81,-999.02,0.09,-0.32,1.34,
22375939,6.84,-12.70,-1013.18,-0.03,0.41,-1.86,
22395949,23.93,-7.81,-1004.39,1.71,-0.15,-1.59,
22415954,1.46,-6.84,-1010.74,1.16,-0.72,-2.38,
22435964,16.11,-5.37,-1012.70,2.31,-1.57,0.23,
22455968,27.34,-13.18,-1028.81,0.60,-0.95,0.37,
22475975,18.55,-7.81,-1015.14,2.18,1.01,-0.35,
22495984,13.18,-17.58,-1016.60,1.44,-0.23,-0.47,
22515992,8.79,-7.81,-1014.16,1.25,-0.15,3.11,
22536003,3.42,-12.21,-1021.97,-0.40,-2.46,-2.79,
22556010,17.58,-15.14,-1022.95,-0.85,1.68,-2.41,
22576018,16.60,-8.30,-1011.72,-0.03,0.24,-0.47,
22596027,6.35,-9.28,-1020.02,0.05,-0.95,-1.82,
22616034,15.62,-9.77,-1003.91,-2.14,2.46,0.50,
22636039,23.44,-12.70,-1016.60,0.87,2.29,2.11,
22656049,27.34,-16.11,-1015.62,0.93,1.21,-0.87,
22676057,13.67,-6.84,-1004.39,0.85,-0.03,0.76,
22696065,16.11,-8.30,-1005.37,-0.78,0.06,-0.73,
22716074,16.11,-7.32,-1007.32,0.76,1.98,-1.56,
22736080,6.84,-19.53,-1014.16,0.26,-1.08,3.89,
22756090,19.04,-11.23,-996.58,1.22,-1.15,-0.20,
22776097,8.30,-13.67,-1015.14,-0.41,2.37,-0.66,
22796107,11.23,-19.04,-1009.77,-1.39,2.12,-0.85,
22816118,22.46,-21.48,-1014.16,0.20,0.14,0.12,
22836123,12.70,-10.25,-1009.77,0.15,1.25,0.34,
22856132,4.39,-15.62,-1009.77,0.14,-1.65,-1.95,
22876138,11.72,-14.16,-1012.21,2.17,0.96,1.95,
22896143,17.58,-17.58,-1014.16,-0.61,0.17,2.08,
22916150,8.79,-10.74,-1021.97,0.17,-0.40,0.11,
22936158,7.81,-11.23,-1023.44,-0.96,-1.25,3.44,
22956169,18.55,-11.23,-1010.74,1.74,-1.31,-1.95,
22976180,7.32,-23.44,-1014.65,1.95,0.70,-1.74,
22996189,7.32,-13.18,-1016.11,1.40,2.60,0.49,
23016196,7.81,-19.53,-1022.95,-0.64,1.33,3.04,
23036206,19.04,-13.67,-1017.58,-0.76,1.69,1.98,
23056216,19.53,-11.23,-1012.21,0.61,-0.31,0.90,
23076224,4.39,-4.88,-1019.53,0.14,-0.05,0.09,
23096228,18.55,-13.67,-1016.11,-0.17,-0.03,-0.12,
23116234,18.07,-19.04,-1010.25,0.24,-1.37,0.18,
23136244,14.65,-20.51,-1011.23,0.31,-1.65,1.92,
23156254,4.39,-14.65,-1021.48,-0.87,0.64,-0.67,
23176261,22.95,-14.16,-1009.77,-2.05,1.33,-0.63,
23196272,14.16,-8.79,-1018.55,1.08,-0.67,1.19,
23216279,13.67,-16.11,-1009.77,2.70,-0.03,-0.02,
23236283,16.11,-11.72,-1011.23,-0.96,-0.14,0.09,
23256292,6.35,-16.60,-1017.09,-1.30,-0.43,1.33,
23276299,0.49,-6.84,-1007.81,1.16,1.40,0.02,
23296305,13.18,-8.79,-1010.25,0.55,0.47,-0.11,
23316315,7.81,-6.84,-1019.04,-0.38,0.32,1.07,
23336325,22.95,-16.11,-1008.79,-0.98,-0.15,1.22,
23356329,14.16,-13.67,-1022.95,-1.85,-0.11,-1.36,
23376336,7.81,-14.16,-1021.00,0.31,0.84,1.63,
23396342,12.70,-22.95,-1011.72,0.52,-1.31,0.72,
23416347,21.97,-5.86,-1018.55,0.49,0.14,0.38,
23436356,16.60,-23.93,-1016.60,-1.77,-1.83,-2.17,
23456363,15.62,-20.51,-1005.37,2.98,0.09,1.19,
23476374,17.58,-12.70,-1004.88,-0.32,3.36,0.26,
23496383,16.11,-6.84,-1023.93,0.20,0.03,-0.93,
23516389,12.21,-5.86,-1005.37,0.05,1.59,-1.74,
23536400,17.09,0.00,-1009.28,0.72,-1.13,2.58,
23556407,15.62,-8.30,-997.07,0.18,0.35,-1.08,
23576415,22.46,-10.74,-1012.21,-0.46,-0.06,-1.86,
23596424,22.46,-14.16,-1008.79,0.52,-0.38,4.02,
23616433,17.58,-15.14,-1021.97,0.05,-0.52,2.43,
23636443,18.55,-16.60,-1022.95,1.51,2.32,-3.21,
23656452,4.88,-14.16,-1002.93,-0.82,-0.49,0.23,
23676456,18.07,-19.04,-1013.67,1.51,-1.10,-0.92,
23696460,13.18,-18.55,-1007.81,0.61,0.18,1.05,
23716469,10.74,-18.55,-1013.67,-1.19,-0.50,0.12,
23736476,3.42,-3.91,-1012.21,0.93,-0.44,1.10,
23756481,9.77,-21.00,-1014.65,-0.08,0.05,-2.35,
23776488,17.09,-22.95,-1018.07,1.15,-0.32,2.73,
23796494,1.46,-24.41,-1021.48,0.18,1.34,1.28,
23816502,11.72,-7.81,-1023.93,-0.79,-0.63,1.73,
23836506,25.88,-23.44,-1014.16,-1.59,-0.81,2.84,
23856515,-0.98,-13.67,-1013.18,-0.85,1.98,0.43,
23876524,11.72,-17.09,-1021.48,-0.53,1.22,-0.75,
23896533,2.44,-18.55,-1015.14,1.44,-0.03,0.41,
23916541,21.00,-12.21,-1012.70,-0.79,-2.49,-1.98,
23936551,7.32,-5.86,-1019.53,-0.90,-1.47,-1.01,
23956560,7.32,-22.95,-1007.81,-0.92,-0.29,0.47,
23976566,21.97,-16.11,-1016.60,1.28,-0.18,0.61,
23996571,14.16,-10.74,-1027.34,-0.31,0.00,0.27,
24016579,15.14,-14.65,-1010.74,-1.27,1.34,-0.24,
24036589,8.30,-11.23,-1018.55,-0.64,0.78,0.12,
24056598,9.28,-7.32,-1022.95,1.21,-0.85,-0.41,
24076606,5.37,-20.51,-1011.72,0.99,-1.51,-0.55,
24096616,34.67,-16.11,-1013.18,-0.79,-0.46,1.85,
24116620,3.91,-4.39,-1022.95,-0.46,2.49,-0.67,
24136630,7.81,-16.60,-1014.16,-0.31,-1.27,0.82,
24156636,7.32,-6.35,-1008.30,1.28,-1.22,-0.11,
24176646,17.58,-13.18,-1006.35,-0.53,0.79,-3.02,
24196655,16.11,-18.07,-1017.09,-2.23,0.26,-0.81,
24216665,8.30,-10.74,-1011.72,1.11,-0.26,-1.04,
24236674,9.28,-20.02,-1016.60,-0.70,-2.38,2.58,
24256680,9.28,-22.95,-1013.18,0.05,0.89,0.67,
24276685,17.58,-6.35,-1002.44,-1.19,-0.09,1.60,
24296691,16.11,-13.67,-1011.23,-0.06,-0.58,-1.47,
24316699,18.55,-12.70,-1020.51,-0.60,0.38,-0.46,
24336705,10.25,-16.11,-1021.48,-1.71,1.65,-0.31,
24356715,6.35,-12.21,-1007.32,0.53,0.09,0.11,
24376725,10.25,-15.62,-1013.18,0.85,-2.43,1.65,
24396734,0.49,-14.65,-1003.42,-0.90,1.15,-0.84,
24416745,7.81,-13.18,-1009.77,-0.15,-2.05,-1.86,
24436751,11.72,-3.91,-1013.67,-0.46,-0.98,0.43,
24456762,10.25,-9.28,-1020.51,0.34,-2.55,1.80,
24476767,2.93,-15.14,-1006.35,-0.82,0.31,-0.99,
24496772,21.97,-16.60,-1015.62,0.72,0.41,-0.95,
24516781,7.81,-23.93,-1008.30,2.95,-0.12,1.50,
24536787,20.02,-16.11,-1019.04,1.24,-2.56,-0.90,
24556792,12.70,-11.23,-1020.51,0.81,0.61,-0.67,
24576802,7.81,-26.86,-1015.14,0.00,0.67,-0.82,
24596810,16.60,-6.84,-1025.39,-0.27,-1.74,2.72,
24616817,6.84,-13.67,-1004.88,0.78,-0.40,1.42,
24636825,8.30,-13.67,-1014.16,-1.21,2.76,-1.25,
24656833,4.88,-24.41,-1020.02,-2.29,1.39,-1.16,
24676843,5.86,-20.02,-1024.90,-0.64,-0.32,-2.18,
24696852,9.77,-4.39,-1015.14,-1.40,-0.93,-2.02,
24716863,12.21,-5.86,-1012.21,-2.14,-0.23,-2.17,
24736873,13.18,-9.77,-1014.65,0.67,1.11,2.00,
24756883,10.25,-21.00,-1015.62,1.48,0.79,-1.16,
24776892,9.77,-6.84,-1013.18,0.79,-1.86,-0.55,
24796903,8.79,-9.28,-1013.67,-2.84,1.18,-0.14,
24816910,16.60,-10.25,-1014.16,-0.41,-2.69,0.58,
24836916,8.79,-21.00,-1008.30,-0.03,-0.31,-0.78,
24856923,27.34,-6.35,-1009.28,-0.26,-1.63,-0.23,
24876929,15.14,-22.46,-1019.04,1.04,0.93,0.78,
24896935,17.58,-17.58,-1016.60,-0.55,0.21,-0.46,
24916942,14.65,-17.58,-1009.77,-0.02,0.23,-0.03,
24936949,11.72,-15.14,-1006.35,-0.26,0.95,0.61,
24956958,18.07,-21.00,-1008.30,0.73,-0.35,-0.38,
24976966,13.67,0.98,-1020.02,0.12,1.66,-0.29,
24996972,21.00,-23.44,-1003.42,1.30,-0.53,-1.89,
25016977,24.90,-13.67,-1011.72,1.73,-0.24,-0.50,
25036987,16.11,-6.84,-1011.23,-0.64,-1.27,0.27,
25056994,21.97,-22.95,-1004.88,1.42,-0.09,0.00,
25077001,7.81,-21.48,-1025.88,0.17,1.18,-0.41,
25097006,13.67,-16.11,-1004.88,1.42,-0.64,-0.17,
25117016,13.67,-3.91,-1006.35,-0.69,0.72,-0.78,
25137027,10.25,-5.37,-1011.23,0.43,0.84,0.32,
25157032,6.35,-24.90,-1019.53,1.10,1.34,-0.05,
25177042,16.11,-16.11,-1009.77,-0.78,-0.92,0.60,
25197051,23.93,-26.37,-1016.60,-1.33,0.20,1.05,
25217057,9.28,-8.79,-1021.97,1.42,-1.63,-2.14,
25237067,11.23,-24.41,-1024.90,-0.06,0.72,0.70,
25257072,14.65,-21.00,-1009.77,0.78,-0.15,-0.70,
25277080,12.21,-4.88,-1014.65,-0.03,0.09,1.24,
25297088,23.44,-6.35,-1010.74,0.18,-1.10,0.26,
25317093,16.11,-8.30,-1009.28,-0.92,-0.38,1.51,
25337097,11.23,-11.72,-1015.14,0.63,-0.84,0.37,
25357105,14.16,-25.39,-1026.86,-1.71,-0.89,-3.28,
25377111,9.28,-10.25,-1016.11,2.27,-5.13,1.05,
25397115,18.07,-23.93,-1019.53,1.22,-0.02,1.45,
25417123,6.35,-15.62,-1018.07,-0.85,-1.37,1.36,
25437127,10.74,-13.67,-1006.84,-0.85,2.05,-1.48,
25457134,15.62,-21.48,-1008.30,-0.21,-0.67,-1.01,
25477140,-1.46,-15.62,-1012.21,-0.06,-0.08,1.50,
25497149,6.35,-14.65,-1019.04,0.99,-1.95,0.05,
25517154,7.81,0.00,-1005.37,0.81,1.83,-0.06,
25537164,6.35,-3.42,-1006.35,0.78,-2.32,0.73,
25557173,7.81,-15.62,-1017.09,0.67,-0.06,0.53,
25577183,21.00,-3.42,-993.65,-1.19,3.08,-2.96,
25597192,-6.35,-4.39,-1001.46,-1.59,0.06,-0.09,
25617201,12.70,-10.25,-1015.14,-1.76,-0.21,0.55,
25637206,11.23,-15.14,-1017.09,-0.69,-0.11,3.36,
25657213,24.41,-6.35,-1006.84,0.76,1.16,-0.61,
25677220,12.70,-17.09,-1019.53,0.73,1.77,-1.10,
25697230,8.79,-6.84,-1027.83,2.69,-0.90,-1.76,
25717237,16.60,-8.79,-1010.74,-0.73,-0.06,1.21,
25737246,15.62,-7.32,-1014.16,-2.03,0.92,1.04,
25757251,6.35,-25.88,-1017.58,1.83,-2.99,-1.80,
25777262,18.55,-13.18,-1018.55,1.25,-0.15,1.83,
25797271,11.72,-16.11,-1017.09,1.22,2.53,1.19,
25817276,8.30,-18.07,-1009.28,-0.06,2.90,0.79,
25837285,16.60,-14.16,-1021.00,0.73,-3.73,0.95,
25857295,-1.95,-8.30,-1012.21,1.54,-3.56,2.96,
25877301,4.88,-5.86,-1011.23,0.43,1.69,0.72,
25897309,11.72,-8.79,-1009.28,-1.18,1.83,1.37,
25917319,12.21,-9.77,-1012.21,0.63,0.02,1.02,
25937323,7.81,-2.44,-1012.21,0.52,0.03,0.44,
25957327,4.39,-9.28,-1021.00,0.89,1.68,0.32,
25977333,0.49,0.49,-1006.35,-1.05,-0.53,-0.14,
25997339,12.70,1.46,-1016.60,0.11,-1.57,2.70,
26017349,21.48,-17.09,-1017.58,0.41,-0.75,1.63,
26037357,18.07,-21.48,-1016.11,0.79,0.08,-2.26,
26057365,9.28,-9.28,-1007.81,1.04,1.08,-0.82,
26077375,13.18,-17.09,-1008.79,-0.03,1.73,1.47,
26097386,13.18,-16.60,-1019.53,2.29,-0.67,0.18,
26117392,21.97,-24.41,-1006.84,-0.75,0.31,1.48,
26137400,14.65,-17.09,-1015.14,0.98,-1.92,1.68,
26157410,20.02,-10.74,-1016.60,0.58,-1.27,-0.90,
26177419,13.18,-4.88,-1018.55,1.04,-0.12,1.18,
26197427,18.07,-5.86,-1007.81,0.21,-0.31,1.34,
26217432,5.37,-12.21,-1018.55,0.85,0.55,-1.85,
26237442,0.49,-15.14,-1018.55,1.07,-0.23,-0.24,
26257451,10.74,-17.58,-1016.11,0.46,-2.21,0.98,
