micros,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,
5898531,-78.12,-986.82,-117.68,2.03,4.55,-0.89,4.20,-59.55,93.30,
5918538,-57.13,-989.26,-136.23,0.11,3.50,-1.48,4.50,-58.80,93.90,
5938547,-57.13,-996.58,-130.37,0.98,-2.49,-0.41,5.10,-58.20,94.05,
5958554,-50.29,-1008.79,-116.21,0.09,-0.15,-3.21,4.95,-58.80,94.95,
5978560,-25.88,-1020.51,-131.35,-0.63,2.09,-6.14,4.95,-57.75,94.05,
5998565,-30.27,-1004.39,-168.46,-2.15,8.82,-9.36,4.95,-57.75,93.30,
6018575,-66.41,-1002.44,-135.25,-0.66,5.85,-4.66,4.50,-59.10,94.65,
6038581,-55.18,-1000.00,-129.39,2.58,-0.35,0.26,3.30,-59.40,93.60,
6058588,-56.15,-994.63,-122.07,6.24,2.26,-2.09,5.25,-57.00,92.85,
6078595,-48.83,-1001.46,-94.24,4.23,-0.06,-0.60,4.95,-57.75,94.35,
6098601,-23.93,-1015.14,-109.86,1.53,4.29,-2.43,3.75,-58.50,92.55,
6118610,-64.45,-1021.00,-148.44,7.50,4.23,-4.79,5.10,-58.95,92.40,
6138616,-49.32,-997.07,-107.42,4.95,6.27,-6.20,5.55,-58.80,94.35,
6158624,-29.79,-991.21,-68.36,0.20,10.17,-0.99,5.25,-59.10,93.60,
6178633,-41.50,-1014.65,-104.49,-1.08,9.19,3.10,6.00,-57.00,95.25,
6198639,-77.64,-994.63,-146.97,4.18,5.62,4.15,5.10,-58.65,95.10,
6218650,-59.08,-986.82,-121.58,6.27,5.01,3.65,5.25,-58.80,94.65,
6238660,-60.55,-1003.91,-98.63,10.73,-2.78,-4.44,4.65,-58.95,94.80,
6258670,-25.88,-1017.58,-93.26,11.45,0.95,-6.18,4.95,-57.75,96.00,
6278678,-29.30,-1011.23,-78.61,2.20,4.60,-4.60,4.65,-58.95,94.50,
6298684,-32.23,-1019.53,-68.85,-3.66,4.72,-1.92,4.95,-57.00,95.25,
6318693,-36.13,-999.02,-74.22,-12.11,0.72,-0.90,5.25,-57.75,94.65,
6338701,-50.29,-1006.35,-138.67,-9.66,1.39,-3.16,4.35,-58.20,93.00,
6358711,-30.27,-1016.11,-147.95,-3.71,3.02,-4.41,5.55,-57.30,94.95,
6378718,-74.71,-999.02,-113.77,4.76,4.35,-3.91,6.00,-57.75,94.35,
6398722,-19.53,-1023.93,-89.84,3.54,4.09,-3.62,6.00,-57.00,94.95,
6418732,-22.95,-1009.28,-55.66,0.40,0.32,-1.01,5.25,-58.05,96.00,
6438737,-43.46,-1017.09,-91.80,-3.54,2.56,1.39,4.35,-57.15,96.15,
6458746,-55.18,-1012.21,-132.32,-2.12,2.75,0.31,5.25,-58.80,94.65,
6478755,-58.59,-1016.11,-108.40,-1.95,0.29,-1.04,4.35,-58.65,94.05,
6498765,-31.25,-1010.74,-129.88,3.39,1.45,0.31,5.10,-58.65,94.05,
6518776,-47.85,-1016.60,-122.56,5.33,3.13,-0.99,5.25,-58.05,94.95,
6538784,-23.93,-1007.32,-102.05,3.74,3.02,-4.35,5.10,-58.20,94.80,
6558793,-40.04,-995.12,-74.22,-1.34,3.97,-3.33,4.20,-58.50,94.65,
6578802,-41.50,-994.14,-108.40,-2.41,3.56,-3.57,5.10,-58.95,93.75,
6598811,-53.22,-993.65,-113.28,0.11,4.82,-0.24,6.30,-57.30,94.65,
6618818,-34.18,-1016.60,-106.93,-5.39,4.64,-1.65,5.70,-57.15,94.80,
6638827,-41.50,-1004.88,-116.70,-4.95,0.44,-0.34,3.60,-58.65,94.50,
